SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_SOCrank	SOCTitle	jobzone	scale_rank
49-3023	1.C.3.b	Concern for Others	66.700000763	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	3
49-3023	1.C.3.c	Social Orientation	56.300001144	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	3
49-3023	1.C.4.a	Self Control	76.499998569	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.4.b	Stress Tolerance	77.599999905	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.4.c	Adaptability/Flexibility	72.5	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	3
49-3023	1.C.5.a	Dependability	85	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	3
49-3023	1.C.5.b	Attention to Detail	88.499999046	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.5.c	Integrity	85.599999428	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.6	Independence	77.5	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.7.a	Innovation	69.300000668	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	2
49-3023	1.C.7.b	Analytical Thinking	76.800000668	638,080	Installation, maintenance and repair	37850		Automotive Service Technicians and Mechanics	3	1
49-3031	1.C.1.a	Achievement/Effort	71.599998474	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.1.b	Persistence	75.799999237	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	2
49-3031	1.C.1.c	Initiative	77.600002289	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	2
49-3031	1.C.2.b	Leadership	74.600000381	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	1.C.3.a	Cooperation	72.800002098	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.3.b	Concern for Others	72.800002098	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	2
49-3031	1.C.3.c	Social Orientation	59.800000191	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.4.a	Self Control	74.600000381	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.4.b	Stress Tolerance	83.400001526	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	1.C.4.c	Adaptability/Flexibility	88.000001907	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	0
49-3031	1.C.5.a	Dependability	85	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.5.b	Attention to Detail	88.199996948	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	2
49-3031	1.C.5.c	Integrity	79.400000572	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	3
49-3031	1.C.6	Independence	75.199999809	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	2
49-3031	1.C.7.a	Innovation	73.400001526	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	1.C.7.b	Analytical Thinking	79.800000191	251,750	Installation, maintenance and repair	44520		Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3041	1.C.1.a	Achievement/Effort	72.199997902	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.1.b	Persistence	66.799998283	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.1.c	Initiative	68.200001717	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.2.b	Leadership	56.799998283	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.3.a	Cooperation	71.599998474	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.3.b	Concern for Others	67.399997711	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.3.c	Social Orientation	54.200000763	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.4.a	Self Control	64.000000954	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.4.b	Stress Tolerance	63.200001717	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.4.c	Adaptability/Flexibility	69.000000954	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.5.a	Dependability	83.000001907	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.5.b	Attention to Detail	80.799999237	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.5.c	Integrity	75.599999428	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3041	1.C.6	Independence	79.600000381	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	1
49-3041	1.C.7.a	Innovation	69.800000191	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	2
49-3041	1.C.7.b	Analytical Thinking	68.000001907	37,080	Installation, maintenance and repair	37050		Farm Equipment Mechanics and Service Technicians	3	3
49-3042	1.C.1.a	Achievement/Effort	74.600000381	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.1.b	Persistence	78.000001907	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.1.c	Initiative	80.200004578	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.2.b	Leadership	64.800000191	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.3.a	Cooperation	73.800001144	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.3.b	Concern for Others	64.600000381	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.3.c	Social Orientation	54.400000572	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.4.a	Self Control	64.400000572	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.4.b	Stress Tolerance	69.800000191	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.4.c	Adaptability/Flexibility	68.600001335	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.5.a	Dependability	81.000003815	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.5.b	Attention to Detail	86.999998093	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.5.c	Integrity	79.800000191	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	3
49-3042	1.C.6	Independence	77.199997902	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.7.a	Innovation	70.599999428	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	2
49-3042	1.C.7.b	Analytical Thinking	78.200001717	121,900	Installation, maintenance and repair	48770		Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3043	1.C.1.a	Achievement/Effort	57.199997902	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.1.b	Persistence	62.199997902	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.1.c	Initiative	64.800000191	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.2.b	Leadership	61.999998093	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	2
49-3043	1.C.3.a	Cooperation	74.200000763	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.3.b	Concern for Others	64.600000381	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.3.c	Social Orientation	52.199997902	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.4.a	Self Control	81.400003433	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	1
49-3043	1.C.4.b	Stress Tolerance	67.399997711	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.4.c	Adaptability/Flexibility	65	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.5.a	Dependability	82.79999733	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	2
49-3043	1.C.5.b	Attention to Detail	71.399998665	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.5.c	Integrity	71.399998665	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.6	Independence	68.600001335	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3043	1.C.7.a	Innovation	63.400001526	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	2
49-3043	1.C.7.b	Analytical Thinking	50.199999809	21,410	Installation, maintenance and repair	55570		Rail Car Repairers	2	3
49-3051	1.C.1.a	Achievement/Effort	74.200000763	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3051	1.C.1.b	Persistence	80.600004196	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	1
49-3051	1.C.1.c	Initiative	81.999998093	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	1
49-3051	1.C.2.b	Leadership	70.199999809	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3051	1.C.3.a	Cooperation	80.200004578	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3051	1.C.3.b	Concern for Others	78.000001907	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	1
49-3051	1.C.3.c	Social Orientation	55.599999428	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	3
49-3051	1.C.4.a	Self Control	72.600002289	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	3
49-3051	1.C.4.b	Stress Tolerance	69.600000381	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	3
49-3051	1.C.4.c	Adaptability/Flexibility	75.799999237	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	3
49-3051	1.C.5.a	Dependability	89.200000763	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3051	1.C.5.b	Attention to Detail	90.799999237	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	1
49-3051	1.C.5.c	Integrity	80.799999237	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	3
49-3051	1.C.6	Independence	81.999998093	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	1
49-3051	1.C.7.a	Innovation	70.799999237	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3051	1.C.7.b	Analytical Thinking	76.199998856	20,440	Installation, maintenance and repair	38280		Motorboat Mechanics and Service Technicians	3	2
49-3052	1.C.1.a	Achievement/Effort	82.600002289	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	0
49-3052	1.C.1.b	Persistence	81.400003433	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	1
49-3052	1.C.1.c	Initiative	81.599998474	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	1
49-3052	1.C.2.b	Leadership	65.599999428	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	3
49-3052	1.C.3.a	Cooperation	79.400000572	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	2
49-3052	1.C.3.b	Concern for Others	65.799999237	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	3
49-3052	1.C.3.c	Social Orientation	66.999998093	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	2
49-3052	1.C.4.a	Self Control	80	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	2
49-3052	1.C.4.b	Stress Tolerance	73.800001144	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	3
49-3052	1.C.4.c	Adaptability/Flexibility	70	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	3
49-3052	1.C.5.a	Dependability	89.399995804	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	2
49-3052	1.C.5.b	Attention to Detail	93.400001526	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	1
49-3052	1.C.5.c	Integrity	84.399995804	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	2
49-3052	1.C.6	Independence	87.20000267	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	0
49-3052	1.C.7.a	Innovation	73.000001907	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	1
49-3052	1.C.7.b	Analytical Thinking	83.599996567	15,850	Installation, maintenance and repair	34220		Motorcycle Mechanics	3	0
49-3053	1.C.1.a	Achievement/Effort	73.600001335	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	1.C.1.b	Persistence	76.399998665	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	0
49-3053	1.C.1.c	Initiative	81.800003052	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	0
49-3053	1.C.2.b	Leadership	63.800001144	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.3.a	Cooperation	77.800002098	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.3.b	Concern for Others	63.800001144	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	3
49-3053	1.C.3.c	Social Orientation	61.199998856	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.4.a	Self Control	74.600000381	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.4.b	Stress Tolerance	71.999998093	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.4.c	Adaptability/Flexibility	70	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	3
49-3053	1.C.5.a	Dependability	80.200004578	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	3
49-3053	1.C.5.b	Attention to Detail	83.000001907	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.5.c	Integrity	79.000000954	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	2
49-3053	1.C.6	Independence	75.199999809	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	1.C.7.a	Innovation	71.799998283	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	0
49-3053	1.C.7.b	Analytical Thinking	76.599998474	31,560	Installation, maintenance and repair	32710		Outdoor Power Equipment and Other Small Engine Mechanics	2	0
49-3091	1.C.1.a	Achievement/Effort	74.600000381	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	1
49-3091	1.C.1.b	Persistence	69.600000381	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	2
49-3091	1.C.1.c	Initiative	75	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	1
49-3091	1.C.2.b	Leadership	65.599999428	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	2
49-3091	1.C.3.a	Cooperation	88.199996948	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	0
49-3091	1.C.3.b	Concern for Others	61.599998474	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.3.c	Social Orientation	51.199998856	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.4.a	Self Control	70.199999809	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.4.b	Stress Tolerance	66.199998856	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.4.c	Adaptability/Flexibility	66.399998665	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.5.a	Dependability	74.800000191	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.5.b	Attention to Detail	85	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	2
49-3091	1.C.5.c	Integrity	61.799998283	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.6	Independence	67.199997902	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	3
49-3091	1.C.7.a	Innovation	61.599998474	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	2
49-3091	1.C.7.b	Analytical Thinking	74.600000381	12,560	Installation, maintenance and repair	27470		Bicycle Repairers	2	0
49-3092	1.C.1.a	Achievement/Effort	71.599998474	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.1.b	Persistence	75.399999619	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.1.c	Initiative	73.200001717	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.2.b	Leadership	65.199999809	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.3.a	Cooperation	80	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.3.b	Concern for Others	71.199998856	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.3.c	Social Orientation	61.599998474	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.4.a	Self Control	78.800001144	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.4.b	Stress Tolerance	75	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.4.c	Adaptability/Flexibility	76.599998474	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.5.a	Dependability	86.000003815	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	2
49-3092	1.C.5.b	Attention to Detail	87.399997711	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.5.c	Integrity	81.599998474	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.6	Independence	78.800001144	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.7.a	Innovation	66.999998093	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3092	1.C.7.b	Analytical Thinking	71.999998093	11,970	Installation, maintenance and repair	35670		Recreational Vehicle Service Technicians	2	1
49-3093	1.C.1.a	Achievement/Effort	75	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.1.b	Persistence	72.399997711	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.1.c	Initiative	75.599999428	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.2.b	Leadership	66.399998665	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	2
49-3093	1.C.3.a	Cooperation	75.199999809	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	2
49-3093	1.C.3.b	Concern for Others	73.000001907	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	2
49-3093	1.C.3.c	Social Orientation	56.199998856	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	3
49-3093	1.C.4.a	Self Control	79.600000381	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.4.b	Stress Tolerance	79.200000763	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.4.c	Adaptability/Flexibility	77.199997902	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.5.a	Dependability	87.20000267	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.5.b	Attention to Detail	89.600000381	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	0
49-3093	1.C.5.c	Integrity	83.000001907	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-3093	1.C.6	Independence	80.600004196	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	0
49-3093	1.C.7.a	Innovation	71.999998093	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	0
49-3093	1.C.7.b	Analytical Thinking	68.600001335	107,500	Installation, maintenance and repair	24220		Tire Repairers and Changers	2	1
49-9011	1.C.1.a	Achievement/Effort	73.600001335	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.1.b	Persistence	73.800001144	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.1.c	Initiative	75	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.2.b	Leadership	69.800000191	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.3.a	Cooperation	81.999998093	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.3.b	Concern for Others	74.400000572	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.3.c	Social Orientation	66.399998665	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.4.a	Self Control	73.800001144	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	3
49-9011	1.C.4.b	Stress Tolerance	68.600001335	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	3
49-9011	1.C.4.c	Adaptability/Flexibility	71.399998665	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	2
49-9011	1.C.5.a	Dependability	87.20000267	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9011	1.C.5.b	Attention to Detail	82.600002289	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	2
49-9011	1.C.5.c	Integrity	78.600001335	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	2
49-9011	1.C.6	Independence	82.20000267	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	0
49-9011	1.C.7.a	Innovation	73.000001907	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	0
49-9011	1.C.7.b	Analytical Thinking	70	17,930	Installation, maintenance and repair	38160		Mechanical Door Repairers	2	1
49-9012	1.C.1.a	Achievement/Effort	72.800002098	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.1.b	Persistence	74.000000954	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.1.c	Initiative	68.800001144	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.2.b	Leadership	57.199997902	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.3.a	Cooperation	72.399997711	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.3.b	Concern for Others	65.199999809	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.3.c	Social Orientation	52.600002289	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.4.a	Self Control	71.999998093	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.4.b	Stress Tolerance	72.600002289	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.4.c	Adaptability/Flexibility	66.199998856	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.5.a	Dependability	81.999998093	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.5.b	Attention to Detail	84.399995804	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.5.c	Integrity	83.800001144	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	2
49-9012	1.C.6	Independence	78.200001717	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	2
49-9012	1.C.7.a	Innovation	58.200001717	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9012	1.C.7.b	Analytical Thinking	63.000001907	42,510	Installation, maintenance and repair	54100		Control and Valve Installers and Repairers, Except Mechanical Door	3	3
49-9021	1.C.1.a	Achievement/Effort	76.800000668	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	2
49-9021	1.C.1.b	Persistence	82.100000381	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	0
49-9021	1.C.1.c	Initiative	81.400001049	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	2
49-9021	1.C.2.b	Leadership	74.400000572	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	1
49-9021	1.C.3.a	Cooperation	82.20000267	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	2
49-9021	1.C.3.b	Concern for Others	78.900001049	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	1
49-9021	1.C.3.c	Social Orientation	62.5	274,680	Installation, maintenance and repair	45110		Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	2
